Headline,Is_sarcastic
Notre Dame Scandalized After Booster Caught Offering Plenary Indulgences,1
Orioles Creeped Out By Fan Who Followed Them To Spring Training,1
MLB Players Association Advises Remaining Free Agents To Try Adding Keywords Like ‘Baseball’ To Resumés,1
Knicks Confident They Have The Cap Space To Ruin 2 Or 3 Promising Careers,1
Climatologists Find Pitchers And Catchers Reporting Further South Every Spring,1
LeBron And Lakers Hoping Horrible Series Of Failed Betrayals Brings Them Closer As Team,1
Adam Silver Sends League-Wide Memo Just Asking Players Where The Fuck They Want To Play,1
Bryce Harper Asks If Phillies Willing To Move To Another City,1
Sean McVay Begs Mother To Let Him Stay Up To Coach Rest Of Super Bowl,1
Super Bowl Halftime Show Marred By Functioning Sound System,1
Jared Goff Pissed He Had To Miss Friend’s Super Bowl Party For Work,1
"Nurse Tells Wheelchair-Bound, Concussed Rob Gronkowski He’s At The Super Bowl With All His Friends",1
Inexperienced Puppy Bowl Team Still Hasn’t Opened Eyes Yet,1
Super Bowl LIII: Key Storylines To Watch,1
Sean McVay Reveals Bill Belichick Occasionally Texted Him Photos Of Dead Animals After Games,1
Mavericks Retire Dirk Nowitzki’s Jersey Fully Unaware He Still On Team,1
Tony Romo Realizes He Should Have Used Ability To Read Defenses Back When He Was Still Playing,1
Patriots Score 2 Touchdowns Against Chiefs In Preemptive Strike Before AFC Championship Game,1
Tom Brady Feeling Guilty After Gorging Self On Full Order Of Kansas-City-Style Tap Water,1
NBA Ref Petrified After Seeing Depiction Of Own Death While Looking Under Replay Hood,1
Joe Buck Tears Rotator Cuff After Awkward Throw Down To Sideline,1
NFL Defends Right To Subject Eric Reid To Random Stop-And-Frisks,1
Raiders Announce Plan To Play 2019 Home Games In Jon Gruden’s Backyard,1
Entirety Of Browns Dawg Pound Euthanized Following Rabies Outbreak,1
U.S. Military Honors Sacrifices Of NFL Players By Wearing Jerseys Throughout December,1
MLB Hoping To Boost Attendance At League Meetings With ‘Star Wars’ Night,1
Modern-Day Rudy Fulfills Dream Of Showering With Notre Dame Football Team,1
Health Experts Say Tackle Football Poses Little Risk For Children Whose Brains Already Don’t Work That Well,1
Yankees Avoid Luxury Tax By Moving Franchise To Offshore Location,1
Original Voice Of NBA Buzzer Passes Away,1
Manny Machado Denies Playing Dirty After Late Slide Into Pitcher’s Mound,1
Sprinter Feels Like An Idiot After Finding Out About Jogging,1
Texas Rangers Asking Taxpayers To Cover 60% Of Bribes Related To New Stadium,1
Panicked Falcons Discover Scratch In Mercedes Benz Stadium,1
NFL Urges Pass Rushers To Try Reaching Peaceful Resolution With Quarterbacks Before Resorting To Tackling,1
Troy Aikman Warns Fans About Comparing Concussions Between Eras,1
New NFL Safety Rule Encourages Players To Take Out More Aggression Off The Field,1
Sean McDermott Wonders If He Still Needs To Act Angry Even If Everyone Already Knows Bills Going To Lose,1
Emotional Le’Veon Bell Reveals Holdout A Result Of Forgetting How To Run,1
Russell Wilson Asks Seahawks To Modify Play Where He’s Immediately Tackled By Six Players,1
Matthew Berry Admits He Just Drafts Fantasy Players Whose Names He Recognizes,1
Fan Going To See How First Few Games Go Before Declaring Moral Objection To Watching NFL,1
2018 NFL Season Storylines To Watch,1
Aging Tom Brady Decides To Conserve Energy By No Longer Returning Kicks,1
Shohei Ohtani Regrets Not Researching Which Teams Were Good Before Signing With Angels,1
Alexander Ovechkin Thrilled To Learn He Won Stanley Cup Last Year,1
Nick Foles Reveals He Turned Down Big Volunteer Opportunities At Church To Remain With Eagles,1
Baseball Statisticians Unveil New Analytics Model Measuring Precise Amount Of Joy They Suck From The Game,1
Andrew Luck Vows To Bring Indianapolis Fans Another Great Pizza Ad,1
Nation Would Be Totally Fine Just Doing World Series Now,1
Biggest Video Game Letdowns Of All Time,1
Excitement Builds Around New PlayStation After Leaked Images May Show Your Long-Lost Father Holding A PS5,1
‘Kingdom Hearts III’ DLC Developers Panicking After Realizing ‘Shrek’ Not Owned By Disney,1
Real-Life ‘Katamari’! This Drunk Driver Is Still Dragging The Cyclist He Hit,1
"Deal Alert: This 4-Year-Old Wandered Really Far From The Playground, Your Car’s Right There, And Her Parents Would Definitely Cough Up Enough For A Marvel 3-In-1 Arcade Machine To Get Her Back",1
Impressive ‘Super Smash Brothers’ Purist Only Plays Original SNES Or NES Game Each Character From,1
The 10 Greatest Games Of The Past Decade,1
"Deal Alert: Got A Nintendo Switch And Amazon Prime? Well, Look At You, Mr. Moneybags",1
A Life Unfinished: Stephen Hawking’s Estate Just Revealed The Genius Astrophysicist Died With Only 91% Completion For ‘The Witcher 3’,1
Everything You Need To Know About ‘Resident Evil 3’,1
Sad: The Elderly Dutch Man Who Inspired The ‘X’ Button On The PlayStation Controller Has Passed Away,1
"Gamers Behold: The One The Texts Predicted, Who Will Unite The Gamer Tribes And Crush Our Enemies Underfoot, Has Been Born",1
Best PS4 Games Out Right Now,1
Remember ‘Command And Conquer’? No? Okay Then,1
Deal Alert: Guy With Nice Suit Probably Carrying Enough On Him Right Now To Buy ‘Death Stranding’ PS4 Pro Bundle If You Stick Him Up,1
Celebrate ‘Attack On Titan’ With These Incredible Fan Drawings Of Eren Yeager That Have Nothing Whatsoever To Do With Video Games,1
"Yes, Gandhi’s ‘Civilization VI’ Outfit Is Sexy, But It Would Be Seriously Impractical On A Real Battlefield",1
Gabe Newell Reveals To ‘Half-Life’ Fans That They Are In Hell And He Is Their Devilish Master,1
Awesome Tie-In: Thousands Of Dock Workers Across America Have Been Driving Forklifts As An Apparent Shadow Promotion For ‘Shenmue 3’,1
"‘Jedi Fallen Order Is A Star Wars Game Through And Through,’ And 8 Other Lines Of Praise Electronic Arts Strongly Suggested We Use In Our Review",1
Tinder To Introduce In-App Video Chat Feature,1
77% Of Laid-Off Workers Expect To Be Rehired By Employer In Future,1
Trump Names Donor As New Postmaster General,1
Scientists Study Llamas In Quest For Coronavirus Treatment,1
1 In 5 Wendy’s Restaurants Currently Out Of Beef,1
Major Airlines Will Require Passengers Wear Masks During Flights,1
Oscar Meyer Whiner,1
Carnival Cruise Line To Resume Service In August,1
Poll Finds Majority Of Americans Would Prefer Working Remotely After Pandemic,1
Invasive ‘Murder Hornets’ Confirmed In U.S.,1
YouTube Shuts Down Account Of Man Who Pushed 5G Coronavirus Conspiracy,1
Doctors Report ‘Covid Toes’ As Possible New Coronavirus Symptom,1
Justin Amash Announces 3rd Party Run For President,1
New Fossil Evidence Suggests Dinosaur Could Swim,1
Mike Pence Tours Mayo Clinic Without Mask,1
Reports Of Kim Jong Un’s Health Creates Confusion Over Possible Successors,1
America Surpasses 1 Million Confirmed Coronavirus Cases,1
Vaccine Rates Plummet During Pandemic,1
One Flu Over The Cuckoo's Nest,1
Airbnb Introduces New 24-Hour Vacancy Policy Between Guests,1
Saudi Arabia Bans Public Floggings,1
Chris Matthews Admits To Inappropriate Behavior During MSNBC Career,1
Las Vegas Mayor Suggests Using City As Coronavirus Control Group,1
Hubble Space Telescope Celebrates 30 Years In Space,1
Missouri Sues China Over Coronavirus Pandemic,1
Sales Of Video Game Consoles Up During Pandemic,1
Ramadan Begins,1
Germany Cancels Oktoberfest Due To Coronavirus Fears,1
2020 Lyrid Meteor Shower Peaks This Week,1
Shake Shack Returns $10 Million Loan Meant For Small Businesses,1
"Stop The Pandemic, I Want To Get Off",1
Russians Withdrew $13.6 Billion From ATMs Amidst Coronavirus Fears,1
"More Americans Report Vivid, Violent Dreams During Pandemic",1
Tour De France Postponed Until August,1
Netflix Now Worth More Than Disney,1
British WWII Vet Raises Millions For NHS By Walking Laps Around Yard,1
Spring SAT Tests Cancelled Due To Pandemic,1
Global Economy Expected To Shrink 3% Due To Pandemic,1
Supreme Court Will Hear Arguments Via Teleconference For First Time,1
Americans Begin Receiving Stimulus Checks,1
NASCAR Driver Suspended Indefinitely For Racial Slur During Livestream,1
Nerd Immunity,1
Julian Assange Secretly Fathered 2 Kids In Ecuadorian Embassy,1
Boris Johnson Released From Hospital After Stay In ICU,1
Pandas In Locked-Down Zoo Mate After 10 Years Of Trying,1
Dr. Fauci Calls For End To Handshakes,1
One-Third Of American Renters Didn’t Pay On Time In April,1
Bernie Sanders Drops Out Of Presidential Race,1
Astronaut’s Estranged Wife Accused Of Lying About Space Crime,1
SeaWorld CEO Resigns After Furloughing 90% Of Workers,1
Lady Gaga Announces Multi-Network Covid-19 Benefit Concert Telecast,1
Grubby Hub,1
Wisconsin Holds Democratic Primary Despite Coronavirus Concerns,1
Americans Urged To Make Their Own Face Masks,1
"FDA Eases Restrictions On Blood Donations From Gay, Bisexual Men",1
Coronavirus Task Force Member Receives Security Detail Following Threats,1
Spotify Launches App For Children,1
Bidet Sales Skyrocket During Coronavirus Pandemic,1
Zoom App Sued For Sharing User Data,1
Pandemic Lockdowns Improve Air Quality Worldwide,1
Van Gogh Painting Stolen On Painter’s 167th Birthday,1
"Perseverance Rover Will Carry Essays, List Of Names To Mars",1
Parton Parcel,1
Neanderthals Ate Seafood Including Sharks And Dolphins,1
Instacart Employees Plan Nationwide Strike Monday,1
Scientists Discover Earliest Common Ancestor To All Animal Life,1
Americans Look For Ways To Help During Coronavirus Pandemic,1
Study Finds Female Mammals Live Longer Than Males,1
"1,000-Bed Hospital Ships Deployed To New York, LA",1
U.N. Names Finland Happiest Country For Third Year In A Row,1
China Will Lift Lockdown On Wuhan April 8th,1
Woody Allen’s Memoir Released After Being Dropped By Original Publisher,1
CDC Launches Coronavirus Bot For Americans To Check Symptoms,1
Ohio Orders Halt To Most Abortions During Coronavirus Pandemic,1
Americans Seek To Stay Social While Self-Isolating,1
An Abundance of Cushion,1
Aquarium Lets Penguins Take Tour Of Premises During Coronavirus Shutdown,1
TV Shows Donate Medical Supplies To Hospitals Amid Pandemic,1
Google Offers Virtual Tours Of World’s Museums And Cultural Sites,1
Tik-Tok May Have Buried Posts From Ugly Users,1
"Amazon Hires 100,000 Workers In Wake Of Coronavirus Surge",1
Tom Brady Leaves New England Patriots,1
Universal Pictures Makes Movies Currently In Theaters Available For Home Viewing Following Coronavirus Concerns,1
Americans Mark St. Patrick’s Day,1
2 Live Cruise,1
"College, Professional Sports Seasons Postponed And Suspended Following Coronavirus Fears",1
Racist ‘Song Of The South’ Will Not Be Added To Disney+,1
Dow Jones Drops 20% As Pandemic Fears Grow,1
Judge Rules Led Zeppelin Did Not Steal ‘Stairway To Heaven’ Riff,1
Putin Backs Constitutional Amendment That Could Keep Him In Office Through 2036,1
Wells Fargo Board Members Resign Following Congressional Report,1
Twitter Adds ‘Manipulated Media’ Label To Video Retweeted By Trump,1
Redeeming Qualities,1
NASA Says Lettuce Grown In Space Is Safe To Eat,1
Pope Francis Gives Blessings Via Video In Effort To Reduce Spread Of Coronavirus,1
Steph Curry Returns To NBA Following Injury,1
Elizabeth Warren Suspends Presidential Campaign,1
Former TV Host Must Pay PBS $1.5 Million For Violating Morality Clause,1
Dixie Chicks Release First New Single In 14 years,1
Apple Ordered To Pay Up To $500 Million Over Slow iPhones,1
Health Officials Ask Americans To Stop Buying Face Masks,1
Mask Hysteria,1
‘Judge Judy’ Ending After 25 Seasons,1
"Buttigieg, Klobuchar Endorse Biden After Suspending Campaigns",1
Astronomers Discover ‘Mini-Moon’ Orbiting Earth,1
Tom Steyer Drops Out Of Democratic Presidential Race,1
Americans Conned Out Of $201 Million In Online Romance Scams In 2019,1
Marine Corps Orders Removal Of Confederate Symbols From All Bases,1
Scotland Set To Become First Country To Provide Free Menstrual Products To All Women,1
Maria Sharapova Retires From Tennis,1
CDC Warns Of U.S. Coronavirus Outbreak,1
Actor Hank Azaria To Stop Voicing Apu On ‘The Simpsons’,1
Between A Rock And A Harve Place,1
Netflix Adds ‘Top 10’ List Featuring Most Popular Shows,1
Harvey Weinstein Found Guilty,1
Magical Mystery Detour,1
Scientists Use Artificial Intelligence To Discover New Antibiotics,1
Trump Visits India,1
Forever 21 Bought Following Bankruptcy,1
Roger Stone Sentenced To Over 3 Years In Prison,1
Coral Reefs Could Disappear Within Next 80 Years,1
"George Zimmerman Sues Buttigieg, Warren",1
Trump Pardons Rod Blagojevich,1
Boy Scouts File For Bankruptcy,1
Number Of Homeless Students On The Rise,1
"1,100 Former DOJ Officials Urge Barr To Resign",1
Cod Ones Out,1
Hope Hicks Returns To White House,1
Americans Celebrate Valentine’s Day,1
BP Plans To Be Carbon-Neutral By 2050,1
"Yang, Bennet, Patrick Drop Out Of Presidential Race",1
‘Birds Of Prey’ Renamed Following Poor Box Office Results,1
Sanders Wins New Hampshire Primary,1
University Of Colorado To Offer Degree In Marijuana,1
Website Offers Porn To Passengers Trapped On Quarantined Cruise Ship,1
Gone South,1
Trump Fires Officials Who Testified In Impeachment Inquiry,1
‘Parasite’ Wins Best Picture At 92nd Oscars,1
Bumblebee Disappearance Linked To Extreme Heat,1
Bernie Madoff Asks For Prison Release,1
Trump Acquitted,1
"Buttigieg, Sanders In Dead Heat In Iowa Caucus",1
Trump Delivers Third State Of The Union,1
"Buttigieg, Sanders Locked In Battle For Iowa",1
Disney Buys ‘Hamilton’ Film Rights For $75 Million,1
Punxsutawney Phil Fails To See Shadow Symbolizing Early Spring,1
Chiefs Win Super Bowl,1
House Votes To Repeal 2002 Military Authorization,1
WHO Declares Coronavirus A Global Health Emergency,1
Poll Finds 75% Of Voters Want Impeachment Witnesses,1
"Coronavirus Reaches 6,000 Cases",1
U.S. Deficit Projected To Hit $1 Trillion In 2020,1
"7.7 Magnitude Earthquake Strikes Jamaica, Cuba",1
White House Rolls Out Middle East Peace Plan,1
Bolton Book Confirms Trump Tied Aid To Biden Investigation,1
PBS Snooze Hour,1
"Polling Shows Sanders Surpassing Biden In Iowa, New Hampshire",1
"Billie Eilish, Lizzo Win Big At 62nd Annual Grammys",1
China Locks Down 6 Cities To Combat Coronavirus,1
Doomsday Clock Set To 100 Seconds To Midnight,1
Judge Denies Dismissal Of Lewdness Charges For Woman Found Topless In Own Home,1
U.S. Joins One Trillion Tree Pledge,1
Kellyanne Conway Suggests MLK Would Have Opposed Trump Impeachment,1
Hillary Clinton Attacks Bernie Sanders In New Interview,1
Greta Thunberg Speaks On Climate At Davos 2020,1
"‘Times’ Gives Klobuchar, Warren 2020 Endorsement",1
Civil Whites Movement,1
Female James Bond Ruled Out By Series Producer,1
"Grindr, Tinder Sharing User Data With Third Party",1
Senators Sworn In As Impeachment Trial Begins,1
2019 Second-Hottest Year On Record,1
Study Estimates Half Of U.S. Adults Will Be Obese By 2030,1
House To Send Impeachment Articles To Senate,1
Democrats Attend Last Debate Before Start Of Voting,1
"Queen Elizabeth II Allows Prince Harry, Meghan Markle To Split Time Between U.K., Canada",1
Booker Drops Out Of 2020 Race,1
Degeneration Gap,1
American Cancer Society Reports Largest-Ever Drop In Cancer Rates,1
"Report: Under One-Third Of Iowa, New Hampshire Voters Settled On Candidate",1
Americans Tune In Reduced-Field Democratic Debate,1
Saint Nicked,1
Fans Line Up For ‘Rise of the Skywalker’,1
President Impeached,1
Barack Obama: Women Are Better Leaders Than Men,1
Trump Calls Democrats ‘Deranged’ In 6-Page Letter To Pelosi,1
Chance The Rapper Cancels 2020 Tour,1
Congress To Ban Sales Of Tobacco To Anyone Under Age Of 21,1
2020 Frontrunners Back Call To Ease Debate Rules,1
U.N. Climate Talks End In Whimper,1
Senate Recognizes Armenian Genocide,1
Boris Johnson Prevails In Landslide U.K. Victory,1
Israel Heads To Third Election,1
Poll: Trump Leads Top 2020 Democrats In Iowa,1
NYC Buildings To Require Bird-Friendly Glass,1
Merriam-Webster Names ‘They’ Word Of The Year,1
Democrats Unveil Articles Of Impeachment,1
American Public Misled For Years About War In Afghanistan,1
IG Report Finds Errors But No Anti-Trump Plot In Russia Investigation,1
“Stocking” Up,1
Massive Pro-Democracy Protest Rocks Hong Kong,1
House Passes Bill To Limit Robocalls,1
"Nearly 700,000 To Lose Food Stamps With USDA Work Requirement",1
Pelosi Says House Will Proceed With Articles Of Impeachment,1
Jimmy Carter Released From Hospital,1
Kamala Harris Leaves 2020 Race,1
Hopes Rise For HIV Vaccine By 2021,1
Impeachment Report: Trump Solicited Foreign Interference,1
U.N. Chief Says Planet Faces Point Of No Return As Climate Summit Begins,1
Leonardo Dicaprio Refutes False Claim He Funded Amazon Wildfires,1
Winter Storms Threaten Americans Traveling Back From Thanksgiving,1
Coal Production Shows Record Declines In 2019,1
Supreme Court Denies ‘Serial’ Subject Hearing,1
Pope Condemns Nuclear Weapons In Hiroshima,1
Truth or Derelict,1
Devin Nunes Involved In Push For Ukraine Biden Investigation,1
Coldplay To Skip Tour Due To Environmental Concerns,1
Israeli Prime Minister Indicted,1
Lawsuit Claims Burger King Impossible Burgers Contaminated With Meat,1
Sondland Testifies He Pressured Ukraine Into Biden Investigation,1
Democrats Hold Fifth Presidential Debate,1
Two Charged In Epstein Death,1
Chick-Fil-A Ending Donations To Anti-LGBTQ Organizations,1
Kanye West Debuting Opera,1
Bloomberg Apologizes For Stop And Frisk,1
"Bin There, Done That",1
"Your Horoscopes — Week Of November 19, 2019",1
Pete Buttigieg Jumps To First Place In Iowa,1
Chinese Users Employing PornHub To Criticize Hong Kong Protesters,1
Pelosi Suggests Trump Committed Bribery,1
More Americans Now Surviving Lung Cancer,1
Venice Facing Worst Flood Tide In Years,1
Amazon Launching Own Grocery Store,1
Brutal Arctic Blast Sweeping Across Country,1
Mean Tweets,1
Public Phase Of Impeachment Hearings Begin,1
Hong Kong Police Shoot And Injure Protester,1
Young Blood Transfusion Startup Reopens,1
Michael Bloomberg Set For 2020 Run,1
Congo Warlord Sentenced To 30 Years For War Crimes,1
Judge Orders Trump To Pay $2 Million For Charity Misuse,1
‘The Onion’ Launches New Cover-Up Desk To Suppress Today’s Most Damning Stories,1
Big Tech Donates Billions To Help With California Housing,1
"Democrats Make Major Gains In Virginia, Kentucky Elections",1
NASA Sends Oven For Cookies To Space,1
"I Have To Admit, I Spoil Dax Shepard",1
Sondland Changes Testimony To Confirm Quid Pro Quo Claims,1
U.S. Gives Formal Notice Of Exit From Paris Accords,1
5 States Hold Major Elections,1
Sperms And Conditions,1
Sanders Calls His Medicare-For-All Plan ‘Much More Progressive’ Than Warren’s,1
Popeyes Fried Chicken Sandwich Returns,1
Nation Celebrates Halloween,1
House Formalizes Impeachment Proceedings,1
NCAA To Allow Compensation For College Athletes,1
Twitter Drops All Political Ads,1
Federal Judge Blocks Alabama Abortion Ban,1
It’s Long Past Time For Jack-O’-Lanterns To Decide Once And For All If They Are On The Side Of Humans Or The Side Of Demons,1
Largest U.S. Coal Mining Company Files For Bankruptcy,1
House To Vote On Impeachment Inquiry,1
ISIS Leader Killed In U.S. Raid,1
The Situation Is Getting Syria-ous,1
U.S. Deficit Hits $984 Billion,1
Trump Organization Considering Selling D.C. Hotel,1
Milestone In Polio Elimination Reached,1
"White House Urges Federal Agencies To Cancel ‘New York Times,’ ‘Washington Post’ Subscriptions",1
Scientists Train Rats To Drive Tiny Cars To Collect Food,1
Anonymous ‘New York Times’ Op-Ed Writer To Publish Trump Book,1
Premiums Drop Sharply For Popular Obamacare Plans,1
Trudeau Wins Second Term,1
Poll Finds Buttigieg Rises To Third Place In Iowa,1
Netanyahu Fails To Form New Israeli Government,1
Leaftime Achievement Adored,1
Poll: Fewer Americans Identifying As Religious,1
Energy Secretary Rick Perry Resigns,1
Juul Halts Sale Of Fruit-Flavored E-Cigarettes,1
Trump Miami Resort To Host Next Year’s G-7,1
Trump Says Syria Situation ‘Not Our Problem’,1
Mark Zuckerberg Delivers Free Speech Manifesto,1
John Bolton Called Trump Ukraine Deal A ‘Drug Deal’,1
PlayStation 5 Confirmed For Holiday 2020,1
Americans Tune Into Fourth Democratic Debate,1
Blizzard Entertainment Faces Public Backlash For Banning Esports Champion,1
Dog Ownership Linked To Longer Life,1
Wings And A Pair,1
"Your Horoscopes — Week Of October 15, 2019",1
Shepard Smith Abruptly Departs Fox News,1
"For Its 33rd Year, OGN Adamantly Refuses To Report On The Pinball Expo ‘Flip Out’ Tournament Or Any Pinball-Related News",1
CDC Finds STDs At All-Time High,1
2 Associates Of Giuliani Indicted On Campaign Finance Charges,1
"Montgomery, Alabama Elects First Black Mayor",1
Biden Calls For Trump’s Impeachment,1
3 Scientists Win Nobel Prize For Work On Nature Of Universe,1
Trump Blocks U.S. Ambassador From Testifying To Congress,1
Trump Pulling U.S. Troops From Northern Syria,1
"New Supreme Court Term To Take On Issues Including Gay Rights, Abortion",1
NASA’s First All-Female Spacewalk To Happen This Month,1
Vicar Treat,1
Banksy Painting Sells For Record $12.2 Million,1
Forever 21 Declares Bankruptcy,1
"Trump Publicly Calls For China, Ukraine To Investigate Bidens",1
Investors Return To Saudi Arabia Year After Khashoggi Killing,1
Sanders Cancels Campaign Events To Receive Heart Stents,1
Controversial New Guidelines Says No Need To Cut Back On Red Meat,1
Mark Zuckerberg Says He Will Sue If Elizabeth Warren Became President,1
"J. Lo, Shakira To Perform Super Bowl Halftime Show",1
Trump Suggests Arresting Adam Schiff For Treason,1
Rudy Giuliani Subpoenaed Amidst Trump Impeachment Inquiry,1
Biz-Aria,1
Poll Finds Support For Impeachment Growing,1
McDonald’s Testing New Beyond Burger-Based P.L.T. Sandwich,1
Creator Of Labradoodle Says Making Breed His Life’s ‘Greatest Regret’,1
"Jeff Goldblum, Laura Dern To Return For Next ‘Jurassic World’",1
Al Franken Launching SiriusXM Talk Show,1
Amazon Signs Pledge To Advance Paris Climate Goals,1
Trump Authorizes Release Of Ukraine Call Memo,1
Pelosi Announces Formal Impeachment Inquiry Of Trump,1
Trump Admits To Talking To Ukraine About Biden,1
Greta Thunberg Delivers Fiery Speech At U.N.’s Climate Action Summit,1
Fine Feathered Fiends,1
"Your Horoscopes — Week Of September 24, 2019",1
Walmart To Stop Selling All E-Cigarettes,1
Years Of Playing Tower Defense Games Can’t Prepare You For The Responsibilities Of Defending A Real Tower,1
U.S. Abortions Hit Record Low,1
Justin Trudeau Apologizes For Brownface Photos From 2001,1
Merriam-Webster Adds Nonbinary ‘They’ To Dictionary,1
White House Strips California Of Auto Emissions Waiver,1
Netflix Acquires Global Streaming Rights For ‘Seinfeld’,1
Netanyahu Falls Short Of Majority In Israeli Election,1
New Treatment Stops Common Cold,1
"Yang Campaign Giving Away $120,000 For 10 Families",1
"I Was In A Movie Called ‘Waterworld’ And Global Warming Is Causing Rising Sea Levels, So Is There Anything To That? Is That Worth Writing An Op-Ed About? No? I Dunno, Anyways…",1
Ken Burns Releases ‘Country Music’ Documentary,1
New Kavanaugh Sexual Misconduct Claim Emerges,1
Study Finds Naps Good For Heart,1
Third Democratic Debate Features Narrowing 2020 Field,1
Alex Trebek Back On ‘Jeopardy!’,1
Trump Approval Drops 6 Points,1
Study Suggests It Could Be Possible To Reverse Biological Age,1
John Bolton Out As National Security Advisor,1
That's All She Rogue,1
Apple Reveals New iPhones At Yearly September Event,1
Facebook Rolls Out Dating Service In U.S.,1
Poll: Americans Overwhelmingly Support Gun Safety Laws,1
Trump Calls Off Talks With Taliban,1
Africa Set To Be Declared Polio-Free,1
WHO Finds No Evidence Of Health Concerns From Microplastics In Water,1
Thunderclaptrap,1
U.S. Deficit Will Reach $1 Trillion Next Year,1
WHO: Measles Has Made Comeback In 4 European Nations,1
NASA Investigating First-Ever Crime Committed In Space,1
Nation Returns To Work From Labor Day Weekend,1
Phone Companies Partner With All 50 States To Fight Robocalls,1
Marriott Phasing Out Tiny Plastic Toiletry Bottles,1
"U.S., Taliban Close In On Peace Deal",1
CNN Schedules 7-Hour Climate Change Town Hall,1
"Poll Finds Sanders, Warren Now Tied With Biden",1
New ‘Stars Wars: The Rise Of Skywalker’ Trailer Released,1
Obama Releases Summer Playlist,1
A Miss Is As Good As A Miley,1
Sarah Huckabee Sanders To Join Fox News As Contributor,1
Bernie Sanders Launches $16 Trillion Climate Plan,1
Poll: Half Of Trump Voters Would Blame Him For Recession,1
New Trump Policy Would Permit Indefinite Detention Of Migrant Families,1
"James Bond 25 Gets Title, Release Date",1
Trump Says Any Jewish Person Voting For Democrat Shows ‘Great Disloyalty’,1
Four Tons Of Pot Found Buried In Jalapeños,1
Swiss Scientists Develop Cat Allergy Vaccine,1
Executive Lorder,1
Ebola Drugs Show 90% Survival Rate,1
Trump Advisor Confirms Administration Looking Into Buying Greenland,1
John Hickenlooper Drops Out Of Presidential Race,1
Israel Denies Visit To 2 Democrats,1
Dow Drops 800 Points As Fear Of Recession Looms,1
Pro-Democracy Hong Kong Protesters Disperse From Airports,1
22 States Sue Trump Over EPA Rule Rollback,1
India’s Tiger Population Doubles In Dozen Years,1
Independent Voters Unimpressed By Both Trump And Democrats,1
Poll Finds Climate Change Top Issue For Early State Democratic Voters,1
(Public) Space Invaders,1
Mental Health Experts Advise On Best Ways To Combat Intrusive Thoughts Of Your Father Naked,1
Jimmy Carter Checks Into Rehab For Debilitating House-Building Addiction,1
Congress Moving Toward Safer Vote-By-Paper-Airplane Option,1
NRA Receives Massive Funding Increase From Donors Held At Gunpoint,1
Online Activists Raise $5 Million To Create New Martin Luther King Jr. Quote,1
Giant Pandas Finally Mate After Being Married In Catholic Ceremony,1
New Guidelines Allow Gyms To Reopen For Weak Little Bitches Who Just Diddle Around And Don’t Break A Real Sweat Anyway,1
NASA Launches Vengeance Rover To Pay Back Mars For Killing Opportunity Back In 2018,1
Panicked White Woman Calls Police On Statue Of Martin Luther King Jr.,1
New LinkedIn Feature Lets Job-Seekers Add Most Humiliating Things They Willing To Endure,1
Health Experts Warn Protests Could Set Off Second Wave Of Police Brutality,1
Mental Health Experts Recommend Bed Only Be Used For Shooting Amateur Pornography,1
Botanists Concerned By What Returning To Work Will Do To Nation’s House Plants,1
Study: Dolphins Not So Intelligent On Land,1
"Florida Governor Deploys National Guard To Force Residents Back Into Malls, Movie Theaters",1
NASA Curious How Folks Would Feel If They Hypothetically Already Launched A Manned Mars Mission That Didn’t Go So Hot,1
Authorities Receive List Of Demands From Increasingly Hostile Coronavirus,1
"What Are ‘Coronavirus Parties,’ And Why Weren’t We Invited?",1
Heavenly Sources Confirm Jesus Christ Will Transfer To Iowa State University After Getting Grades Up,1
Tuba Player In John Williams Orchestra Loves Giving Little Toot When Something Dramatic Happens,1
"Your Horoscopes — Week Of June 9, 2020",1
"Your Horoscopes — Week Of June 2, 2020",1
What To Read While Social Distancing,1
"Your Horoscopes — Week Of May 26, 2020",1
10 Songs You Didn’t Know Were Written About Celebrities,1
"Your Horoscopes — Week Of May 19, 2020",1
Drake Fans Accuse Kenny Chesney Of Manipulating Billboard Charts By Putting Effort Into Album,1
Episode Of Cooking Show Implying Pastry Chefs Some Sort Of Oppressed Minority,1
"Your Horoscopes — Week Of May 12, 2020",1
Flashback! 8 Mind-Blowing Photos Of Jessica Alba Before She Was Famous,1
"‘Hey,’ Says Chloë Sevigny In Cool, Unaffected Greeting To Firstborn",1
The Top 10 Celebrity Pip Blips,1
Michelle Obama ‘Becoming’ Netflix Documentary Spends First Hour On Embryonic Stage,1
The Top 10 Prevented Nip Slips,1
"Your Horoscopes — Week Of May 5, 2020",1
Carlos Santana Signs 30-Year Contract Extension With Longtime Hat,1
"Your Horoscopes — Week Of April 28, 2020",1
What To Watch While Social Distancing,1
"Your Horoscopes — Week Of April 21, 2020",1
"‘You’ve Served Me Well, But This Has Gone Too Far,’ Says Oprah Loading Shotgun After Watching Dr. Oz, Dr. Phil Fox News Appearances",1
Alex Garland Recalls Discovering Personal Computers While Researching ‘Devs’,1
"Your Horoscopes — Week Of April 14, 2020",1
Netflix Algorithm Suggests Viewer Who Enjoyed ‘Ozark’ Will Like Pretty Much Anything,1
Nation Breathes Sigh Of Relief After Learning Cast Of ‘Brockmire’ Wishes Them Well,1
Highlights Of ‘Tiger King’,1
